title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,source
MIDDLE CHILD,J. Cole ,2b5scDVCDxVsLalecDLAo2,0.84,0.484,8,-6.899,1,0.241,0.192,0.0,0.282,0.512,126.023,spotify:track:2b5scDVCDxVsLalecDLAo2,https://api.spotify.com/v1/tracks/2b5scDVCDxVsLalecDLAo2,https://api.spotify.com/v1/audio-analysis/2b5scDVCDxVsLalecDLAo2,213000,4,N
Fuck Love,XXXTENTACION ,6cNBdN1l6iTDV3rHyCsVmR,0.496,0.787,7,-8.127,0,0.0483,0.485,0.55,0.131,0.0389,145.003,spotify:track:6cNBdN1l6iTDV3rHyCsVmR,https://api.spotify.com/v1/tracks/6cNBdN1l6iTDV3rHyCsVmR,https://api.spotify.com/v1/audio-analysis/6cNBdN1l6iTDV3rHyCsVmR,528000,4,N
Better Now,Post Malone ,3AISCGqWZmb6UPxoYrXaA9,0.686,0.579,10,-5.813,1,0.0442,0.334,0.0,0.135,0.352,145.051,spotify:track:3AISCGqWZmb6UPxoYrXaA9,https://api.spotify.com/v1/tracks/3AISCGqWZmb6UPxoYrXaA9,https://api.spotify.com/v1/audio-analysis/3AISCGqWZmb6UPxoYrXaA9,231267,4,N
One Dance,Drake ,5ZKG94fnjiuMH5yrC5S9lS,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,spotify:track:5ZKG94fnjiuMH5yrC5S9lS,https://api.spotify.com/v1/tracks/5ZKG94fnjiuMH5yrC5S9lS,https://api.spotify.com/v1/audio-analysis/5ZKG94fnjiuMH5yrC5S9lS,173973,4,N
good 4 u,Olivia Rodrigo ,3L3pL4AVasBsHmxhgnzg4S,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,spotify:track:3L3pL4AVasBsHmxhgnzg4S,https://api.spotify.com/v1/tracks/3L3pL4AVasBsHmxhgnzg4S,https://api.spotify.com/v1/audio-analysis/3L3pL4AVasBsHmxhgnzg4S,178148,4,N
Robbery,Juice WRLD ,14ZqkmpBcFDzuuAKWlq2ew,0.653,0.676,2,-5.089,1,0.0486,0.322,1.19e-06,0.15,0.569,159.874,spotify:track:14ZqkmpBcFDzuuAKWlq2ew,https://api.spotify.com/v1/tracks/14ZqkmpBcFDzuuAKWlq2ew,https://api.spotify.com/v1/audio-analysis/14ZqkmpBcFDzuuAKWlq2ew,240051,4,N
lovely,Billie Eilish ,2Nwjxrm8NFFaBUsPkBiT9K,0.527,0.189,4,-13.277,0,0.0324,0.92,0.00229,0.0895,0.0657,115.018,spotify:track:2Nwjxrm8NFFaBUsPkBiT9K,https://api.spotify.com/v1/tracks/2Nwjxrm8NFFaBUsPkBiT9K,https://api.spotify.com/v1/audio-analysis/2Nwjxrm8NFFaBUsPkBiT9K,198621,4,N
SLOW DANCING IN THE DARK,Joji ,5gNWtBAVZgS4N3oF0BthBi,0.34,0.155,1,-12.741,1,0.0358,0.985,0.00029,0.0927,0.0804,138.972,spotify:track:5gNWtBAVZgS4N3oF0BthBi,https://api.spotify.com/v1/tracks/5gNWtBAVZgS4N3oF0BthBi,https://api.spotify.com/v1/audio-analysis/5gNWtBAVZgS4N3oF0BthBi,207549,1,N
Moonlight,XXXTENTACION ,2sp5BRWoPsQsJeDX72M2tu,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,spotify:track:2sp5BRWoPsQsJeDX72M2tu,https://api.spotify.com/v1/tracks/2sp5BRWoPsQsJeDX72M2tu,https://api.spotify.com/v1/audio-analysis/2sp5BRWoPsQsJeDX72M2tu,135090,4,N
Ric Flair Drip (& Metro Boomin),Offset ,0MwjNLZQK8hozaNf8eqq8e,0.869,0.628,7,-6.223,1,0.328,0.224,0.0,0.239,0.534,144.933,spotify:track:0MwjNLZQK8hozaNf8eqq8e,https://api.spotify.com/v1/tracks/0MwjNLZQK8hozaNf8eqq8e,https://api.spotify.com/v1/audio-analysis/0MwjNLZQK8hozaNf8eqq8e,138347,4,N
Stay,The Kid LAROI ,567e29TDzLwZwfDuEpGTwo,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,spotify:track:567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,N
Someone You Loved,Lewis Capaldi ,5bR5Xe9rc4Eo76auvLuFfL,0.651,0.833,1,-4.672,1,0.0359,0.0803,0.0,0.0833,0.725,123.973,spotify:track:5bR5Xe9rc4Eo76auvLuFfL,https://api.spotify.com/v1/tracks/5bR5Xe9rc4Eo76auvLuFfL,https://api.spotify.com/v1/audio-analysis/5bR5Xe9rc4Eo76auvLuFfL,189052,4,N
Watermelon Sugar,Harry Styles ,7Fa7EcDrcGw2SUh8WjX3zo,0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,spotify:track:7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/tracks/7Fa7EcDrcGw2SUh8WjX3zo,https://api.spotify.com/v1/audio-analysis/7Fa7EcDrcGw2SUh8WjX3zo,208853,4,N
Wow.,Post Malone ,0fcq51a3gOI6gPvzc0YLsk,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,spotify:track:0fcq51a3gOI6gPvzc0YLsk,https://api.spotify.com/v1/tracks/0fcq51a3gOI6gPvzc0YLsk,https://api.spotify.com/v1/audio-analysis/0fcq51a3gOI6gPvzc0YLsk,170053,4,N
Location,Khalid ,1WIfWj5skn5UUZTs4cEFBe,0.799,0.436,1,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,spotify:track:1WIfWj5skn5UUZTs4cEFBe,https://api.spotify.com/v1/tracks/1WIfWj5skn5UUZTs4cEFBe,https://api.spotify.com/v1/audio-analysis/1WIfWj5skn5UUZTs4cEFBe,217566,4,N
Sweater Weather,The Neighbourhood ,4pGqFOfzvfe6avb9kbZicC,0.695,0.615,7,-5.325,0,0.042,0.15,0.000212,0.0879,0.414,124.015,spotify:track:4pGqFOfzvfe6avb9kbZicC,https://api.spotify.com/v1/tracks/4pGqFOfzvfe6avb9kbZicC,https://api.spotify.com/v1/audio-analysis/4pGqFOfzvfe6avb9kbZicC,240040,4,N
Yes Indeed,Lil Baby ,4m6pJrmjFrHkTX5HmliI7W,0.956,0.354,5,-9.363,0,0.537,0.0359,0.0,0.0996,0.573,119.931,spotify:track:4m6pJrmjFrHkTX5HmliI7W,https://api.spotify.com/v1/tracks/4m6pJrmjFrHkTX5HmliI7W,https://api.spotify.com/v1/audio-analysis/4m6pJrmjFrHkTX5HmliI7W,142693,4,N
Closer,The Chainsmokers ,0Ye1olMyvB2rLjZ4vlYVWI,0.775,0.559,8,-5.89,1,0.0417,0.081,0.0,0.219,0.408,100.042,spotify:track:0Ye1olMyvB2rLjZ4vlYVWI,https://api.spotify.com/v1/tracks/0Ye1olMyvB2rLjZ4vlYVWI,https://api.spotify.com/v1/audio-analysis/0Ye1olMyvB2rLjZ4vlYVWI,161120,4,N
Psycho,Post Malone ,1GXABqvCDvQ58wPbkNhhzh,0.755,0.557,8,-7.991,1,0.109,0.532,0.0,0.111,0.462,139.977,spotify:track:1GXABqvCDvQ58wPbkNhhzh,https://api.spotify.com/v1/tracks/1GXABqvCDvQ58wPbkNhhzh,https://api.spotify.com/v1/audio-analysis/1GXABqvCDvQ58wPbkNhhzh,221440,4,N
The Hills,The Weeknd ,42bUsj5M2olT2wRMRaro9g,0.399,0.598,0,-7.006,0,0.133,0.118,0.0,0.121,0.193,106.33,spotify:track:42bUsj5M2olT2wRMRaro9g,https://api.spotify.com/v1/tracks/42bUsj5M2olT2wRMRaro9g,https://api.spotify.com/v1/audio-analysis/42bUsj5M2olT2wRMRaro9g,242453,1,N
Levitating,Dua Lipa ,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,spotify:track:39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/tracks/39LLxExYz6ewLAcYrzQQyP,https://api.spotify.com/v1/audio-analysis/39LLxExYz6ewLAcYrzQQyP,203808,4,N
bad guy,Billie Eilish ,3C2PeWzr6bgR8S6yZaFuI6,0.824,0.505,5,-6.254,0,0.0625,0.276,0.0,0.2,0.578,100.041,spotify:track:3C2PeWzr6bgR8S6yZaFuI6,https://api.spotify.com/v1/tracks/3C2PeWzr6bgR8S6yZaFuI6,https://api.spotify.com/v1/audio-analysis/3C2PeWzr6bgR8S6yZaFuI6,128307,4,N
Whiskey Glasses,Morgan Wallen ,2CaxgnHBHuiOYIGIyvMbCl,0.65,0.845,6,-5.272,1,0.0499,0.014,0.0,0.335,0.61,123.044,spotify:track:2CaxgnHBHuiOYIGIyvMbCl,https://api.spotify.com/v1/tracks/2CaxgnHBHuiOYIGIyvMbCl,https://api.spotify.com/v1/audio-analysis/2CaxgnHBHuiOYIGIyvMbCl,239533,4,N
drivers license,Olivia Rodrigo ,4PTfFi9ApDjtUJdTJ7rGaZ,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,spotify:track:4PTfFi9ApDjtUJdTJ7rGaZ,https://api.spotify.com/v1/tracks/4PTfFi9ApDjtUJdTJ7rGaZ,https://api.spotify.com/v1/audio-analysis/4PTfFi9ApDjtUJdTJ7rGaZ,242014,4,N
Kiss Me More,Doja Cat ,748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4,N
ROCKSTAR,DaBaby ,30UFKKWSOC2Xr6KfWcyvsI,0.507,0.705,11,-8.064,1,0.248,0.234,0.0,0.111,0.46,89.772,spotify:track:30UFKKWSOC2Xr6KfWcyvsI,https://api.spotify.com/v1/tracks/30UFKKWSOC2Xr6KfWcyvsI,https://api.spotify.com/v1/audio-analysis/30UFKKWSOC2Xr6KfWcyvsI,181853,4,N
INDUSTRY BABY,Lil Nas X ,5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/tracks/5Z9KJZvQzH6PFmb8SNkxuk,https://api.spotify.com/v1/audio-analysis/5Z9KJZvQzH6PFmb8SNkxuk,212353,4,N
Starboy,The Weeknd ,5gDWsRxpJ2lZAffh5p7K0w,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,111627,4,N
Redbone,Childish Gambino ,0LS7HtDi9cvtXkfFs6xSMG,0.824,0.407,10,-8.035,0,0.053,0.192,0.00251,0.212,0.519,80.022,spotify:track:0LS7HtDi9cvtXkfFs6xSMG,https://api.spotify.com/v1/tracks/0LS7HtDi9cvtXkfFs6xSMG,https://api.spotify.com/v1/audio-analysis/0LS7HtDi9cvtXkfFs6xSMG,206120,4,N
Blueberry Faygo,Lil Mosey ,6wJYhPfqk3KGhHRG76WzOh,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,spotify:track:6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,162547,4,N
Going Bad,Meek Mill ,3Zbvh6PCZWbQZwcBTsy8Lz,0.889,0.496,4,-6.365,0,0.0904,0.259,0.0,0.252,0.544,86.003,spotify:track:3Zbvh6PCZWbQZwcBTsy8Lz,https://api.spotify.com/v1/tracks/3Zbvh6PCZWbQZwcBTsy8Lz,https://api.spotify.com/v1/audio-analysis/3Zbvh6PCZWbQZwcBTsy8Lz,180522,4,N
Young Dumb & Broke,Khalid ,6LxEtvMKSwmPdd5Fh1PCof,0.795,0.56,1,-5.773,1,0.0479,0.184,0.0,0.158,0.459,136.988,spotify:track:6LxEtvMKSwmPdd5Fh1PCof,https://api.spotify.com/v1/tracks/6LxEtvMKSwmPdd5Fh1PCof,https://api.spotify.com/v1/audio-analysis/6LxEtvMKSwmPdd5Fh1PCof,263277,4,N
As It Was,Harry Styles ,1i92UFFkxtKv4tYNzt1X1b,0.798,0.628,6,-6.835,0,0.0699,0.7,0.0759,0.123,0.903,87.01,spotify:track:1i92UFFkxtKv4tYNzt1X1b,https://api.spotify.com/v1/tracks/1i92UFFkxtKv4tYNzt1X1b,https://api.spotify.com/v1/audio-analysis/1i92UFFkxtKv4tYNzt1X1b,226799,4,N
Shape of You,Ed Sheeran ,0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,https://api.spotify.com/v1/tracks/0FE9t6xYkqWXU2ahLh6D8X,https://api.spotify.com/v1/audio-analysis/0FE9t6xYkqWXU2ahLh6D8X,233713,4,N
7 rings,Ariana Grande ,0nox76VxGYPIIIP7yr5I6o,0.78,0.321,1,-10.747,0,0.371,0.559,0.0,0.0881,0.316,139.961,spotify:track:0nox76VxGYPIIIP7yr5I6o,https://api.spotify.com/v1/tracks/0nox76VxGYPIIIP7yr5I6o,https://api.spotify.com/v1/audio-analysis/0nox76VxGYPIIIP7yr5I6o,178627,4,N
when the party's over,Billie Eilish ,33jhdqP9h9EMVY1AToHPai,0.484,0.103,1,-14.075,0,0.0627,0.979,8.16e-05,0.0895,0.194,124.011,spotify:track:33jhdqP9h9EMVY1AToHPai,https://api.spotify.com/v1/tracks/33jhdqP9h9EMVY1AToHPai,https://api.spotify.com/v1/audio-analysis/33jhdqP9h9EMVY1AToHPai,199931,3,N
LOVE. FEAT. ZACARI.,Kendrick Lamar ,5CRHxhQOzuj5iPASXodlmm,0.8,0.585,10,-7.343,1,0.0921,0.264,0.0,0.159,0.78,126.055,spotify:track:5CRHxhQOzuj5iPASXodlmm,https://api.spotify.com/v1/tracks/5CRHxhQOzuj5iPASXodlmm,https://api.spotify.com/v1/audio-analysis/5CRHxhQOzuj5iPASXodlmm,213400,4,N
I Like It,Cardi B ,4LHcKU8N9Q15ryPQSzRnSt,0.815,0.727,5,-3.998,0,0.128,0.101,0.0,0.372,0.649,136.045,spotify:track:4LHcKU8N9Q15ryPQSzRnSt,https://api.spotify.com/v1/tracks/4LHcKU8N9Q15ryPQSzRnSt,https://api.spotify.com/v1/audio-analysis/4LHcKU8N9Q15ryPQSzRnSt,253390,4,N
Truth Hurts,Lizzo ,76ifnJJ2ppXMvS3z86wbQn,0.706,0.627,4,-2.94,0,0.202,0.193,0.0,0.126,0.38,158.041,spotify:track:76ifnJJ2ppXMvS3z86wbQn,https://api.spotify.com/v1/tracks/76ifnJJ2ppXMvS3z86wbQn,https://api.spotify.com/v1/audio-analysis/76ifnJJ2ppXMvS3z86wbQn,197610,4,N
Without Me,Halsey ,5p7ujcrUXASCNwRaWNHR1C,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,spotify:track:5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,201661,4,N
18002738255,Logic ,5jbDih9bLGmI8ycUKkN5XA,0.769,0.829,0,-5.228,1,0.0661,0.00948,6.65e-05,0.301,0.648,159.943,spotify:track:5jbDih9bLGmI8ycUKkN5XA,https://api.spotify.com/v1/tracks/5jbDih9bLGmI8ycUKkN5XA,https://api.spotify.com/v1/audio-analysis/5jbDih9bLGmI8ycUKkN5XA,100291,4,N
Meant to Be,Bebe Rexha ,4e4fqjx0Izh4svvTef1z7e,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,spotify:track:4e4fqjx0Izh4svvTef1z7e,https://api.spotify.com/v1/tracks/4e4fqjx0Izh4svvTef1z7e,https://api.spotify.com/v1/audio-analysis/4e4fqjx0Izh4svvTef1z7e,164205,4,N
"thank u, next",Ariana Grande ,4KBx9DSSbFaumwlEqjX4CP,0.743,0.662,1,-5.745,1,0.0534,0.268,1.36e-06,0.102,0.408,107.027,spotify:track:4KBx9DSSbFaumwlEqjX4CP,https://api.spotify.com/v1/tracks/4KBx9DSSbFaumwlEqjX4CP,https://api.spotify.com/v1/audio-analysis/4KBx9DSSbFaumwlEqjX4CP,207320,4,N
Look Alive,BlocBoy JB ,7165YDcOpr9yEypbdpU6fa,0.922,0.581,10,-7.495,1,0.269,0.00104,5.91e-05,0.105,0.595,140.022,spotify:track:7165YDcOpr9yEypbdpU6fa,https://api.spotify.com/v1/tracks/7165YDcOpr9yEypbdpU6fa,https://api.spotify.com/v1/audio-analysis/7165YDcOpr9yEypbdpU6fa,181263,4,N
Happier,Marshmello ,35yiDGofFZBgQRka0Fz4Ze,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,spotify:track:35yiDGofFZBgQRka0Fz4Ze,https://api.spotify.com/v1/tracks/35yiDGofFZBgQRka0Fz4Ze,https://api.spotify.com/v1/audio-analysis/35yiDGofFZBgQRka0Fz4Ze,214290,4,N
Say You Won't Let Go,James Arthur ,1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269,spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,https://api.spotify.com/v1/tracks/1Pw5C4N6Fn5E4mGCxmbbVa,https://api.spotify.com/v1/audio-analysis/1Pw5C4N6Fn5E4mGCxmbbVa,211240,4,N
ROXANNE,Arizona Zervas ,5xyTxLbw34gXUQck6xVazT,0.624,0.624,6,-5.656,0,0.154,0.0871,0.0,0.438,0.518,116.733,spotify:track:5xyTxLbw34gXUQck6xVazT,https://api.spotify.com/v1/tracks/5xyTxLbw34gXUQck6xVazT,https://api.spotify.com/v1/audio-analysis/5xyTxLbw34gXUQck6xVazT,163636,5,N
Mood,24kGoldn ,6FuGJB290AQMAHTfjOYVaK,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,spotify:track:6FuGJB290AQMAHTfjOYVaK,https://api.spotify.com/v1/tracks/6FuGJB290AQMAHTfjOYVaK,https://api.spotify.com/v1/audio-analysis/6FuGJB290AQMAHTfjOYVaK,192745,4,N
Nice For What,Drake ,2gI465u6kCHm6UYXk8Yb6C,0.614,0.917,5,-7.279,0,0.0541,0.342,0.00202,0.687,0.912,93.523,spotify:track:2gI465u6kCHm6UYXk8Yb6C,https://api.spotify.com/v1/tracks/2gI465u6kCHm6UYXk8Yb6C,https://api.spotify.com/v1/audio-analysis/2gI465u6kCHm6UYXk8Yb6C,143985,4,N
hot girl bummer,blackbear ,7lu8ZYHhRpH4sgCMIibdKO,0.786,0.548,6,-7.068,0,0.078,0.129,0.0,0.34,0.687,129.99,spotify:track:7lu8ZYHhRpH4sgCMIibdKO,https://api.spotify.com/v1/tracks/7lu8ZYHhRpH4sgCMIibdKO,https://api.spotify.com/v1/audio-analysis/7lu8ZYHhRpH4sgCMIibdKO,188344,4,N
All I Want for Christmas Is You,Mariah Carey ,1IUtgwxLYzDVd41EgbKUjX,0.575,0.911,9,-5.318,0,0.0639,0.306,0.0,0.434,0.407,150.001,spotify:track:1IUtgwxLYzDVd41EgbKUjX,https://api.spotify.com/v1/tracks/1IUtgwxLYzDVd41EgbKUjX,https://api.spotify.com/v1/audio-analysis/1IUtgwxLYzDVd41EgbKUjX,240333,4,N
